filename,experiment_id,arm,dataset,backbone,optimizer_seed,pair_seed,config_path,acc_certain,acc_hybrid,bytes,sha256,in_github_release,release_asset,role
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048__B4_gram,B4_gram,ucf101,resnet,1337,0,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048__B4_gram.json,68.72852233676976,69.49510970129526,3255143,c7fd512c874b92b0aef2b1b9d44533bddc1398446e52ae147fe009e8a1fa806a,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048__B4_gram,B4_gram,ucf101,resnet,42,0,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048__B4_gram.json,68.19984139571768,68.62278614855934,3254601,4e41be6ddb0e9acef108bf3a70e26c2a69c51c383ad853fb438a2bffcc4124f8,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048__B4_gram,B4_gram,ucf101,resnet,7,0,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048__B4_gram.json,68.56991805445413,68.96642876024319,3254522,66de987afd36198c58009b49577b2607ad09f21a090fa279291c9b543f5b49f3,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1__B4_gram,B4_gram,ucf101,resnet,1337,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1__B4_gram.json,68.3055775839281,69.25720327782183,3255233,ddee1f2f28fe6602eda2c5054b1335609a2e865d3ea5bad3a317611b1c3bd8df,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1__B4_gram,B4_gram,ucf101,resnet,42,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1__B4_gram.json,69.0192968543484,69.49510970129526,3255203,8c63f4f0b5e52955548ce4918f0d4c9ef7d70c1afffebd4d74c5843b5df77e79,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1__B4_gram,B4_gram,ucf101,resnet,7,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair1__B4_gram.json,68.80782447792757,69.49510970129526,3255188,50c8b6e80f7c91e72ca1c89429ab4c32cc7414942c2e403272ec1c40009c1ed6,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2__B4_gram,B4_gram,ucf101,resnet,1337,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2__B4_gram.json,68.19984139571768,69.045730901401,3255233,d2e59250b8794295cde19f555fb3ad0eb9b3c4198968683d8122a1b69183a293,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2__B4_gram,B4_gram,ucf101,resnet,42,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2__B4_gram.json,68.25270948982289,68.75495638382236,3255203,311f59c7ef2b17f7aa3ab730cc2da0f38611c8e2e442c77b87188761f68a1a83,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2__B4_gram,B4_gram,ucf101,resnet,7,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair2__B4_gram.json,68.51704996034893,69.65371398361088,3255188,e1a8669ff5af6cbaf88900933c38435925ce0660affbcbb50e25826212ee0fc9,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3__B4_gram,B4_gram,ucf101,resnet,1337,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3__B4_gram.json,68.88712661908538,70.12952683055775,3255233,30e2a0fd45daebb7072378d01d545a681e7d0a6f11864b8fd6ebe3ee46f661c6,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3__B4_gram,B4_gram,ucf101,resnet,42,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3__B4_gram.json,67.98836901929685,68.64922019561195,3255203,e6ec088878e2347403b5c999da5ad13045dcf1cb29d505f9d689324a0536da62,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3__B4_gram,B4_gram,ucf101,resnet,7,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_nself2048_pair3__B4_gram.json,69.31007137192704,70.20882897171556,3255188,6500e8c54a2fd7a7200bcd09a87e2f582b06b1ae057c309bc244d77646733be6,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair1_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_pair1__B4_gram,B4_gram,ucf101,resnet,1337,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair1__B4_gram.json,71.60983346550357,71.76843774781919,3254571,8937547aadf8444b603ddc95b33b5dd03a622ca6397d6fa2335cb2e3f4461b09,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair1_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_pair1__B4_gram,B4_gram,ucf101,resnet,42,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair1__B4_gram.json,72.05921226539783,71.39836108908274,3254477,ecf31c2e574c8ea461904a2b9637cfad36521042768c08a19c78e86a3fab3457,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair1_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_pair1__B4_gram,B4_gram,ucf101,resnet,7,1,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair1__B4_gram.json,71.68913560666138,70.73750991276765,3254398,952f0f6849ec65a76e6726108930e4fe1c75d5519f4ec65f91cec769d5595bb8,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair2_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_pair2__B4_gram,B4_gram,ucf101,resnet,1337,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair2__B4_gram.json,71.8741739360296,70.81681205392546,3254571,f24fca58e5da9d28629fa81e10d751684cfa64409967fedc68171d28f1b4b8d9,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair2_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_pair2__B4_gram,B4_gram,ucf101,resnet,42,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair2__B4_gram.json,71.63626751255617,70.76394395982025,3254477,417c0d0bee5ea57c32511acd9f2a9592321167a45186f9c7ba895b85fc77f299,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair2_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_pair2__B4_gram,B4_gram,ucf101,resnet,7,2,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair2__B4_gram.json,71.8741739360296,71.45122918318795,3254398,64f712371f7349e4661224e9c17ace4d400d4b7e5cfe7ddf47b0e8c5a2fd5638,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair3_B4_gram_seed1337.pt,ucf101_resnet_ptfz_official1_noval_fc_pair3__B4_gram,B4_gram,ucf101,resnet,1337,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair3__B4_gram.json,71.26619085381972,70.89611419508327,3254571,f9509bcf99fd1cab55dddf034d79cb9542f3203fdab77b32e8532a34011527be,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair3_B4_gram_seed42.pt,ucf101_resnet_ptfz_official1_noval_fc_pair3__B4_gram,B4_gram,ucf101,resnet,42,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair3__B4_gram.json,71.92704203013481,71.26619085381972,3254477,03d42040114182b5f17140b38985da142c7c2e4fac7264f20ae07411a548d403,True,synccaps-checkpoints-pair_composition.tar,control
synccaps_ucf101_resnet_ptfz_official1_noval_fc_pair3_B4_gram_seed7.pt,ucf101_resnet_ptfz_official1_noval_fc_pair3__B4_gram,B4_gram,ucf101,resnet,7,3,configs/pair_composition/ucf101_resnet_ptfz_official1_noval_fc_pair3__B4_gram.json,71.68913560666138,71.26619085381972,3254398,10f63d7db05e85a27b997ab542e3561eaaa6ca97f1acb6f02012802c3732647a,True,synccaps-checkpoints-pair_composition.tar,control
